DBA,BORO,ZIPCODE,Latitude,Longitude
VIAND CAFE,Manhattan,10023,40.78073066,-73.98137885
CAFE SKYE,Manhattan,10002,40.71985784,-73.98467879
THE JUNCTION,Manhattan,10016,40.74934093,-73.97756197
MAMAN,Manhattan,10014,40.73884412,-74.00810846
TACO MAHAL,Manhattan,10014,40.73228711,-74.00350357
PINKBERRY,Manhattan,10036,40.75888914,-73.99227894
NORIKOH,Manhattan,10010,40.74287609,-73.99068572
RAKU JAPANESE,Manhattan,10023,40.77961529,-73.97598826
JUSTINE'S ON HUDSON,Manhattan,10014,40.73363193,-74.00630007
SERRA by BIRRERIA (EATALY),Manhattan,10010,40.74185767,-73.98936506
MELI TAQUERIA,Manhattan,10029,40.79815143,-73.94054621
THE VIG BAR,Manhattan,10012,40.7212421,-73.99458137
VILLAGE WORKS INC,Manhattan,10003,40.72920154,-73.98913257
OPAI THAI (DARK BULLET BAR),Manhattan,10025,40.7935382,-73.97075009
DUNKIN,Manhattan,10032,40.84200063,-73.93898891
L' APPARTEMENT 4F,Manhattan,10011,40.73474373,-73.99957422
KUNG FU LITTLE STEAMED BUNS RAMEN,Manhattan,10019,40.76152359,-73.986669
BAGELS & CO,Manhattan,10021,40.76927904,-73.95151106
THE KEG ROOM,Manhattan,10018,40.75064052,-73.98579775
BY THE WAY BAKERY,Manhattan,10024,40.79092609,-73.97448543
BAR MOGA,Manhattan,10012,40.72760459,-74.00127
VIA CAROTA,Manhattan,10014,40.73299526,-74.00372732
HARLEM TAVERN,Manhattan,10026,40.80451771,-73.95530333
LITTLE RUBYS CAFE,Manhattan,10014,40.7337199,-74.00280364
PERA SOHO,Manhattan,10012,40.72403635,-74.00331554
LULLA,Manhattan,10011,40.74385064,-73.99298441
DUBLIN HOUSE,Manhattan,10024,40.78349424,-73.97915009
CHOP CHOP,Manhattan,10033,40.85000454,-73.92983654
MUGHLAI INDIAN CUISINE,Manhattan,10024,40.78486816,-73.97333944
CHICKEN RANCH,Manhattan,10033,40.8485322,-73.93246948
SPRING CAFE,Manhattan,10013,40.7177701,-74.00016233
MIGHTY QUINN'S BBQ,Manhattan,10075,40.77245915,-73.95567875
ITALIAN NEROLAB FOOD ZONE,Manhattan,10005,40.70661767,-74.00987547
PADOCA BAKERY,Manhattan,10065,40.76633527,-73.96243727
GAI CHICKEN & RICE,Manhattan,10017,40.7530346,-73.97389724
HENO HENO / MIROKU,Manhattan,10036,40.76045618,-73.98952813
MIRE STAR,Manhattan,10031,40.82968396,-73.94805933
TACO HUT,Manhattan,10035,40.80716357,-73.9375038
PUNTO DE SABOR,Manhattan,10033,40.85072263,-73.93268775
HAMPTON INN EMPIRE STATE BUILDING,Manhattan,10001,40.74993514,-73.98605416
SPICY MOON,Manhattan,10002,40.72342684,-73.99285308
Avoca,Manhattan,10128,40.77783869,-73.94865597
MATCHAFUL,Manhattan,10012,40.72637218,-74.00213948
CARMEN'S KITCHEN / 2 BROS PIZZA,Manhattan,10036,40.75666175,-73.98051932
SCHMACKARY'S,Manhattan,10003,40.73325563,-73.9899149
NOI DUE CARNE,Manhattan,10023,40.77602617,-73.98148488
GRAB & GO,Manhattan,10010,40.73838656,-73.97745381
CHIRP,Manhattan,10017,40.75194964,-73.97066375
ARVACI COFFEE,Manhattan,10016,40.74552063,-73.97973945
LA COLOMBE,Manhattan,10012,40.72589186,-74.00117256
AURA'S,Manhattan,10022,40.75692491,-73.96704117
PIZZA HUT,Manhattan,10025,40.79938769,-73.96276529
POPEYES,Manhattan,10025,40.79381857,-73.97237878
FROM LUCIE,Manhattan,10009,40.72837743,-73.9834934
VILLA BERULIA,Manhattan,10016,40.74686575,-73.98082174
8TH STREET WINECELLAR,Manhattan,10011,40.73271532,-73.99747784
VILLAGE CHICKEN AND BURGER,Manhattan,10031,40.82598907,-73.94703966
GRATA THAI,Manhattan,10065,40.7603843,-73.96141548
NICOLA'S RESTAURANT,Manhattan,10028,40.77799001,-73.95613
EL VEZ,Manhattan,10282,40.71454941,-74.01570236
SUBWAY,Manhattan,10023,40.77292286,-73.98950089
"GREY LADY, RISE COFFEE",Manhattan,10002,40.71908166,-73.99001084
SIP & GUZZLE,Manhattan,10014,40.73135118,-74.00235252
LE BOTANISTA,Manhattan,10065,40.76508754,-73.96608047
KARIZMA LOUNGE,Manhattan,10022,40.7559978,-73.96927591
GLACE BY NOGLU,Manhattan,10128,40.7837597,-73.95670395
"SUBWAY, CARVEL",Manhattan,10038,40.7076692,-74.00579625
IL MULINO,Manhattan,10012,40.72984432,-73.99896087
SOCARRAT (PAELLA BAR AND WINE BAR),Manhattan,10011,40.74240436,-73.99923494
FOTIA MEDITERRANEAN,Manhattan,10022,40.76304604,-73.96817164
ELIM DELI CAFE,Manhattan,10065,40.76562265,-73.96569031
LE PAIN QUOTIDIEN,Manhattan,10019,40.76500893,-73.98289585
VENCHI,Manhattan,10003,40.73736182,-73.99026791
HHD,Manhattan,10001,40.74781906,-73.98710123
SUGAR FACTORY TIME SQUARE,Manhattan,10036,40.7583756,-73.98894009
GO SUSHI,Manhattan,10002,40.71215148,-73.99591313
LITTLE CHARLI,Manhattan,10014,40.73150212,-74.00315354
Home Kitchen,Manhattan,10028,40.77796527,-73.95602892
MR. TAKA RAMEN,Manhattan,10002,40.72126918,-73.98930342
TAQUERIA ST MARKS PL,Manhattan,10003,40.72780683,-73.98579182
PIZZA CITY,Manhattan,10128,40.78024779,-73.94689925
SAN LOCO,Manhattan,10009,40.72426773,-73.97873215
WESTVILLE,Manhattan,10011,40.73956079,-73.99895711
STARBUCKS,Manhattan,10022,40.75951955,-73.970137
DUNKIN’,Manhattan,10018,40.75376445,-73.9894209
JIN RAMEN,Manhattan,10027,40.81532499,-73.95856196
BUNGALOW,Manhattan,10009,40.72375032,-73.98806917
HUNAN VILLAGE,Manhattan,10016,40.74971691,-73.97728755
VINYL RESTAURANT,Manhattan,10011,40.73962094,-73.99263482
SATURDAYS SURF NYC,Manhattan,10013,40.72077013,-73.99956348
ZONA TRIBECA MEZCALERIA,Manhattan,10013,40.71869187,-74.01040756
MIMI'S PIZZA,Manhattan,10028,40.77854059,-73.95330966
WORLD YACHT DUCHESS,Manhattan,10036,40.76218581,-74.00330661
LA CASA DEL MOFONGO AND PIANO BAR,Manhattan,10034,40.86597254,-73.92012286
PULL TAB INC,Manhattan,10018,40.75260027,-73.9857432
THE EAST POLE,Manhattan,10065,40.76610574,-73.96572616
SPYGLASS ROOFTOP BAR,Manhattan,10018,40.75159,-73.98421308
HOTEL CARLYLE,Manhattan,10021,40.77425965,-73.96328486
ALL & SUNDRY,Manhattan,10019,40.76766314,-73.98304319
ALICE'S TEA CUP CHAPTER II,Manhattan,10065,40.76519992,-73.96556779
KETTL TEA BOWERY,Manhattan,10012,40.72648444,-73.99177039
MORGENSTERN'S BANANAS,Manhattan,10002,40.72158239,-73.99334753
A PASTA BAR,Manhattan,10013,40.72210676,-74.00400811
BENOIT BISTRO,Manhattan,10019,40.76243327,-73.97676699
VIVI BUBBLE TEA,Manhattan,10003,40.73025555,-73.98938135
AGAVE,Manhattan,10025,40.79107839,-73.96882629
NOZ MARKET,Manhattan,10075,40.77370056,-73.95772867
RX30,Manhattan,10023,40.77224456,-73.98626248
CARVE UNIQUE SANDWICHES,Manhattan,10036,40.76011015,-73.98767278
TRI DIM SHANGHAI,Manhattan,10075,40.77383776,-73.95762749
UNIK PIZZA,Manhattan,10009,40.73089133,-73.98145057
CASK BAR & KITCHEN,Manhattan,10016,40.74541902,-73.97945799
MIYAKO,Manhattan,10025,40.79102446,-73.9725858
BLUE NOTE JAZZ,Manhattan,10012,40.73076382,-74.00079379
BLAGGARD'S PUB,Manhattan,10018,40.75120835,-73.98335418
DUNKIN,Manhattan,10001,40.7511761,-73.98898821
MCDONALD'S RESTAURANT,Manhattan,10021,40.76595197,-73.9573365
PEE DEE STEAK HOUSE,Manhattan,10029,40.79428518,-73.94270579
POMODORO RISTORANTE,Manhattan,10023,40.77638265,-73.97952422
THE BREAD FACTORY CAFE,Manhattan,10018,40.75194197,-73.98994093
WILFIE & NELL,Manhattan,10014,40.73407123,-74.00292995
COMMUNITY FOOD AND JUICE,Manhattan,10025,40.80589907,-73.96544912
NEW WORLD STAGES & THE GREEN ROOM,Manhattan,10019,40.76214128,-73.98769768
DAILY PROVISIONS,Manhattan,10029,40.7872857,-73.95410158
Delbianco Prime,Manhattan,10017,40.75702049,-73.97618414
SUBWAY,Manhattan,10001,40.75431388,-73.99851653
MIGARBA WINE BAR,Manhattan,10014,40.73273999,-74.00388607
HIROHISA,Manhattan,10012,40.72445082,-74.00299086
SUSHI KAI,Manhattan,10014,40.73266592,-74.00257267
SUSHI ZO,Manhattan,10016,40.74963738,-73.97765932
MINAMOTO KITCHOAN,Manhattan,10022,40.75954802,-73.97434589
Club Cumming,Manhattan,10009,40.72529781,-73.98353746
GOLDEN FOREST,Manhattan,10002,40.71675953,-73.98935826
HAY HAY ROASTED,Manhattan,10013,40.71647729,-73.99797988
CQDQ FLATIRON NEW YORK LLC,Manhattan,10010,40.74038643,-73.98894669
STARBUCKS COFFEE #14498,Manhattan,10024,40.78868673,-73.97615832
GREGORY'S COFFEE,Manhattan,10168,40.75159416,-73.97644956
ANTLER,Manhattan,10002,40.71968003,-73.9901298
STARBUCKS COFFEE,Manhattan,10026,40.80601316,-73.95421143
NONNA BEPPA,Manhattan,10013,40.72551558,-74.00760173
LA PECORA BIANCA,Manhattan,10028,40.77473939,-73.95401278
SOTTOCASA PIZZERIA,Manhattan,10027,40.80545022,-73.94718971
NOI DUE CAFE,Manhattan,10024,40.78491481,-73.97330331
THE FOUR FACED LIAR,Manhattan,10014,40.73204562,-74.00140359
SHUKA,Manhattan,10012,40.72710227,-74.00291521
OKI POKE & RAMEN,Manhattan,10017,40.75320211,-73.97425089
EMPIRE CAKE,Manhattan,10011,40.74077396,-74.00176103
CIPRIANI 42ND STREET,Manhattan,10017,40.75180011,-73.97694396
"""W"" CAFE",Manhattan,10018,40.74980039,-73.98407997
MADAME BONTE,Manhattan,10028,40.77627016,-73.95205116
STARBUCKS,Manhattan,10021,40.76984569,-73.95451438
JUST PHO YOU,Manhattan,10025,40.79769069,-73.96954554
DELIZIA RISTORANTE,Manhattan,10021,40.76874809,-73.95529133
ENOCH'S,Manhattan,10018,40.75633126,-73.99785594
BLACK STAR BAKERY & CAFE,Manhattan,10028,40.77490969,-73.94787475
MOCANA BAKERY,Manhattan,10031,40.82565494,-73.94864784
TINA'S CUBAN CUISINE,Manhattan,10003,40.73288196,-73.98624176
LALLISTA PIZZA & PASTA,Manhattan,10022,40.75983098,-73.96492083
TORIYA,Manhattan,10002,40.7200938,-73.98401134
SAFARI RESTAURANT,Manhattan,10026,40.80049278,-73.9525068
STARBUCKS,Manhattan,10010,40.73664927,-73.97820857
STARBUCKS,Manhattan,10025,40.79363745,-73.97253415
MIKE'S BISTRO,Manhattan,10022,40.75923709,-73.97109369
THE BEAN,Manhattan,10003,40.72566359,-73.98979338
PENNYLANE COFFEE,Manhattan,10017,40.75157628,-73.9703824
AweSum DimSum Times Square,Manhattan,10018,40.75570237,-73.99088966
OASES,Manhattan,10011,40.73758726,-73.99688947
LUCKY LUCKY CAFE,Manhattan,10003,40.73485605,-73.99302505
HOLIDAY INN EXPRESS NYC TIMES SQUARE,Manhattan,10018,40.75586992,-73.99245254
THE FITZ,Manhattan,10022,40.76055687,-73.96938571
LITTLE CAESARS,Manhattan,10029,40.79195297,-73.94440158
WESTSIDE TAVERN,Manhattan,10011,40.74597256,-74.00013714
REVELIE LUNCHEONETTE,Manhattan,10012,40.72632277,-74.00199877
HEY TEA,Manhattan,10014,40.73160093,-74.00320767
LONG ACRE TAVERN,Manhattan,10036,40.75857251,-73.98315019
SANT AMBROEUS,Manhattan,10075,40.77531625,-73.96286545
STICKY'S FINGER JOINT,Manhattan,10036,40.75894129,-73.99223923
SIDEWALK CAFE,Manhattan,10023,40.77431886,-73.98105571
BAR STREGA,Manhattan,10013,40.72578734,-74.00714356
ADYAR ANANDA BHAVAN,Manhattan,10022,40.75924001,-73.96224998
DUNKIN,Manhattan,10023,40.77821636,-73.98073685
Cafe la Fe,Manhattan,10003,40.7234073,-73.98877274
HAPPY WORLD,Manhattan,10033,40.84574028,-73.93635419
TACO INN,Manhattan,10033,40.85160332,-73.93206874
LE PAIN QUOTIDIEN,Manhattan,10007,40.71508257,-74.0095665
HUNAN SLURP SHOP,Manhattan,10009,40.72677481,-73.9858678
THURSDAY KITCEHN,Manhattan,10009,40.72766382,-73.98366676
CELLOS,Manhattan,10003,40.72872658,-73.98801055
SHINZO OMAKASE,Manhattan,10009,40.723764,-73.98764346
SERRANO SALSA,Manhattan,10034,40.86824463,-73.91933915
ACOSTA RESTAURANT,Manhattan,10025,40.80033283,-73.96579516
BARESHA,Manhattan,10014,40.72747272,-74.00548048
SAAR,Manhattan,10019,40.76240438,-73.9844271
SOMBRERO MEXICAN RESTAURANT,Manhattan,10036,40.76123274,-73.98747765
CAVA MEZZE GRILL,Manhattan,10001,40.74686168,-73.99361567
TSUMO OMAKASE,Manhattan,10016,40.74252925,-73.98221959
OASIS JIMMA JUICE BAR,Manhattan,10031,40.8219282,-73.95003454
CHI RESTAURANT & BAR,Manhattan,10018,40.75559008,-73.99468684
DA NICO RESTAURANT,Manhattan,10013,40.71982315,-73.99709233
COCO FRESH TEA & JUICE,Manhattan,10023,40.77788411,-73.97995343
Chen Express,Manhattan,10003,40.73300275,-73.9864871
COLOMBA BAKERY,Manhattan,10003,40.73050846,-73.99513626
THE WINSLOW,Manhattan,10003,40.73286822,-73.9861696
STARBUCKS,Manhattan,10023,40.78117529,-73.98124513
DEATH AVENUE BAR & GRIL,Manhattan,10001,40.75098173,-74.00177935
L'AMORE RESTAURANT,Manhattan,10013,40.72007566,-73.99701295
THREE ROOSTERS,Manhattan,10019,40.76509464,-73.98775489
"BRASSIERIE 1605, BROADWAY 49 BAR & LOUNGE (MAIN KITCHEN), GRIND & CO",Manhattan,10019,40.76052974,-73.98464413
CHINA WOK KITCHEN,Manhattan,10009,40.72204418,-73.97723208
LOVELY'S OLD FASHIONED,Manhattan,10036,40.76048376,-73.99112002
GALAXY DINER,Manhattan,10036,40.76108208,-73.99070121
DEAR RUFINO TANQUERIA & BAR,Manhattan,10019,40.76258583,-73.98684567
CHICK-FIL-A,Manhattan,10028,40.77907877,-73.95380756
MADMAN ESPRESSO,Manhattan,10003,40.73259991,-73.99393457
CARVEL CINNABON,Manhattan,10009,40.73085014,-73.98134955
FIELDTRIP COLUMBIA,Manhattan,10025,40.80650004,-73.96500812
THE ELLINGTON,Manhattan,10025,40.80075065,-73.96795488
UNREGULAR PIZZA,Manhattan,10016,40.74987421,-73.98209852
DOMAKASE,Manhattan,10009,40.72225931,-73.9832532
LEX RESTAURANT,Manhattan,10128,40.78236686,-73.95349835
PLUM,Manhattan,10025,40.79295109,-73.97182297
CHOLY FILIPINO RESTAURANT,Manhattan,10012,40.72701447,-74.00007216
ORWASHERS,Manhattan,10024,40.78460551,-73.97726838
SMASHED EAST VILLAGE,Manhattan,10003,40.73222341,-73.98797023
CHICK-FILL-A,Manhattan,10001,40.75131903,-73.99139194
MEDITERRANEO PIZZA,Manhattan,10040,40.85467607,-73.92982075
CHINA RED EXPRESS,Manhattan,10007,40.71518146,-74.00853123
TEA TIME,Manhattan,10003,40.734312,-73.98641827
BITES OF XI'AN,Manhattan,10018,40.75447004,-73.99181384
CANYON ROAD,Manhattan,10075,40.77069631,-73.95387117
PERA MEDITERRANEAN BRASSERIE,Manhattan,10017,40.75233036,-73.97961466
DUNKIN,Manhattan,10012,40.72955886,-73.9983908
STARBUCKS,Manhattan,10019,40.76468127,-73.97693948
CRUMBLY CAFE & BAKERY,Manhattan,10022,40.75676756,-73.96405255
THE CROSBY STREET HOTEL,Manhattan,10012,40.72294671,-73.99771993
WHITE HORSE TAVERN,Manhattan,10014,40.73573443,-74.00598634
JUBAN,Manhattan,10011,40.74723506,-74.00450406
GRANDMA PIZZA,Manhattan,10033,40.85156264,-73.92836009
LELABAR,Manhattan,10014,40.73047816,-74.0068013
BJ PIZZA & DELI,Manhattan,10001,40.74885174,-73.99587839
STICKY'S FINGER JOINT,Manhattan,10003,40.73429037,-73.98955391
LA TIRAMISU,Manhattan,10028,40.77739828,-73.95209728
HIGHLINE PIZZA NYC,Manhattan,10001,40.75094879,-74.00216193
SHOKUDO,Manhattan,10016,40.74625891,-73.97942164
PIZZA PARK,Manhattan,10065,40.76432477,-73.95854327
HAN DYNASTY,Manhattan,10003,40.73211362,-73.98805324
GELATERIA GENTILE,Manhattan,10003,40.73315432,-73.99342936
AMORINO,Manhattan,10036,40.75938011,-73.98823603
FUNNY FACE BAKERY,Manhattan,10038,40.70643141,-74.0033399
BELAIRE CAFE,Manhattan,10021,40.76595606,-73.95374089
BURGERMANIA,Manhattan,10018,40.75554858,-73.98981766
INDIGO COFFEE CO,Manhattan,10010,40.74461084,-73.99156604
BLANK STREET COFFEE,Manhattan,10012,40.72635022,-74.0020565
POLLO CAMPERO,Manhattan,10027,40.80734283,-73.94449704
THE WESTBURY,Manhattan,10018,40.75132642,-73.98363567
STARBUCKS COFFEE #678 HUDSON,Manhattan,10014,40.74050213,-74.00518204
BROAD NOSH BAGELS,Manhattan,10024,40.78800066,-73.9767472
HAMPTON INN MANHATTAN GRAND CENTRAL,Manhattan,10017,40.75109663,-73.97313646
JIMBO'S BURGER PALACE,Manhattan,10037,40.81530581,-73.93998891
JEWISH THEOLOGICAL SEMINARY CAFE,Manhattan,10027,40.81191414,-73.96103146
BROADWAY DELI & CAFE,Manhattan,10036,40.7599543,-73.9962495
GREAT N.Y. NOODLETOWN,Manhattan,10013,40.71497039,-73.99686167
AWASH ETHIOPIAN RESTAURANT,Manhattan,10003,40.72696439,-73.98754184
DALLAS BBQ,Manhattan,10036,40.75680283,-73.98875987
TOSCANA 49,Manhattan,10017,40.75564449,-73.97227917
AMA ON DOWNING,Manhattan,10014,40.72923492,-74.00401936
BOOK CLUB,Manhattan,10009,40.72292084,-73.98354526
EVERETT CAFE (TEACHER'S COLLEGE),Manhattan,10027,40.81008539,-73.95889396
THE RIVER CLUB,Manhattan,10022,40.75468158,-73.96418362
"SALUMERIA BEILLESE, BIRICCHINO REST",Manhattan,10001,40.7489478,-73.9958062
EMPLOYEE DINING/ROOM SERVICE,Manhattan,10019,40.76262761,-73.97422197
FAMOUS JOE'S PIZZA,Manhattan,10014,40.73046462,-74.00204219
ATLAS KITCHEN,Manhattan,10025,40.80308313,-73.96602491
THE CAFE,Manhattan,10044,40.75654513,-73.95588069
PROPER FOOD,Manhattan,10036,40.75838562,-73.98153673
BIRCH COFFEE,Manhattan,10007,40.71420982,-74.00851306
DOWNTOWN GALWAY HOOKER,Manhattan,10014,40.7345653,-74.00224439
AMORE PIZZA CAFFE,Manhattan,10019,40.76831935,-73.984599
MAGNOLIA BAKERY,Manhattan,10020,40.7593544,-73.9808073
PIZZA LOVES SAUCE,Manhattan,10002,40.72322348,-73.98961698
SANDRO'S RESTAURANT,Manhattan,10028,40.77751031,-73.9509129
THE CALAVERAS,Manhattan,10025,40.79959075,-73.96259181
5 ESTRELLA BAKERY,Manhattan,10032,40.83664771,-73.94299442
H.K WONTON GARDEN,Manhattan,10013,40.71638673,-73.99903684
SACCO PIZZA,Manhattan,10019,40.76606072,-73.98707963
LAUGHING MAN CAFE,Manhattan,10013,40.71739635,-74.01024503
PRET,Manhattan,10003,40.73722733,-73.99030762
DAN JONES COFFEE BAR,Manhattan,10022,40.76034772,-73.96738601
BLANK STREET,Manhattan,10009,40.72746328,-73.98251587
TINY DANCER COFFEE SHOP,Manhattan,10019,40.7612735,-73.98416746
SING NYC,Manhattan,10012,40.72903462,-74.00095252
IGGY'S,Manhattan,10021,40.77121887,-73.95658216
TAVERN 29,Manhattan,10016,40.74437682,-73.98464065
DUNKIN',Manhattan,10028,40.77605648,-73.95305144
TAJ II,Manhattan,10010,40.7409082,-73.99208255
CHA PA'S VIETNAMESE EATERY,Manhattan,10019,40.76378791,-73.98580938
PHOENIX PALACE,Manhattan,10002,40.71697677,-73.99559539
BONDURANTS,Manhattan,10028,40.77703037,-73.9518448
RAOULS,Manhattan,10012,40.72632003,-74.00203485
STARBUCKS,Manhattan,10019,40.76333456,-73.98239812
AMERICAN CUT,Manhattan,10013,40.71915025,-74.01033188
PIC UP STIX,Manhattan,10128,40.78242174,-73.95345859
LEXINGTON CANDY SHOP LUNCHEONETTE,Manhattan,10028,40.77744691,-73.95708719
BLANK STREET COFFEE,Manhattan,10011,40.73917095,-73.99550009
STAR ON 18TH DINER CAFE,Manhattan,10011,40.74454784,-74.00643824
FOREFEATHERS,Manhattan,10010,40.74036085,-73.98201809
STARBUCKS,Manhattan,10022,40.76265381,-73.96917898
SWEET & VICIOUS,Manhattan,10012,40.72111033,-73.99421701
ORPHEUM THEATRE,Manhattan,10003,40.72834778,-73.98783383
SHANGHAI BROADWAY RESTAURANT,Manhattan,10018,40.75178539,-73.98855138
BIRCH COFFEE,Manhattan,10019,40.7681493,-73.98552685
FIVE IRON GOLF,Manhattan,10128,40.78403701,-73.95016058
SAIGON SOCIAL,Manhattan,10002,40.72162866,-73.9884195
THE PANTRY ON 3,Manhattan,10027,40.81743021,-73.95856064
EL VALLE 46 RESTAURANT,Manhattan,10026,40.80022653,-73.95246726
KAVASUTRA,Manhattan,10003,40.72389049,-73.98995601
MOGE TEE,Manhattan,10002,40.71541216,-73.99363673
STARBUCKS,Manhattan,10027,40.80745272,-73.94471369
OAKBERRY,Manhattan,10018,40.7513076,-73.98667105
HONEYBRAINS,Manhattan,10010,40.74138298,-73.99130662
TEAZZI,Manhattan,10013,40.71444068,-73.9981098
OCEANA,Manhattan,10019,40.75960433,-73.9817241
OLLIES TO GO,Manhattan,10075,40.77183056,-73.95555281
ROSIE O'GRADY'S,Manhattan,10020,40.76135003,-73.98196908
"DOMODOMO KITCHEN, RAW BAR",Manhattan,10012,40.72782142,-74.00171018
MCDONALD'S #3081,Manhattan,10031,40.82669866,-73.95025859
ROSA'S PIZZA,Manhattan,10128,40.78447862,-73.9561546
BREAD N WINE,Manhattan,10128,40.78363729,-73.95254415
KONEKO,Manhattan,10002,40.72056045,-73.98428901
BONDI SUSHI BAR,Manhattan,10023,40.77748373,-73.98208746
GOTHAM CAFE,Manhattan,10065,40.76638663,-73.96010875
PLAYWRIGHT IRISH PUB,Manhattan,10001,40.74958097,-73.9852133
MUGHLAI INDIAN CUISINE,Manhattan,10010,40.7397708,-73.98244767
RASA,Manhattan,10011,40.73274552,-73.99750671
SUBWAY,Manhattan,10019,40.76522593,-73.98397158
THE TRIE CAFE,Manhattan,10034,40.86509299,-73.93091242
FELLINI,Manhattan,10014,40.73595142,-74.00146502
BLUESTONE LANE,Manhattan,10018,40.7523205,-73.98746128
CULTURE ESPRESSO,Manhattan,10018,40.7518426,-73.98485548
HI LIFE BAR & GRILL,Manhattan,10024,40.78558524,-73.97653499
JIANFA CHEN,Manhattan,10009,40.72672541,-73.98590389
JACOB RESTAURANT,Manhattan,10030,40.82161193,-73.94281947
CHURRASCARIA PLATAFORMA,Manhattan,10019,40.76203421,-73.98748472
TACO BELL CANTINA #036012,Manhattan,10018,40.75097277,-73.98691293
GO CUPS,Manhattan,10128,40.78346223,-73.94763693
LOS 2 CARNALES TAQUERIA DELI,Manhattan,10032,40.83327319,-73.94056529
FIVE GUYS FAMOUS BURGERS AND FRIES,Manhattan,10001,40.74798424,-73.9927963
Panineria,Manhattan,10028,40.77433291,-73.95337039
LUCKY'S FAMOUS,Manhattan,10019,40.76442762,-73.98733626
CORK & KALE (EVEN HOTEL NEW YORK-MIDTOWN EAST),Manhattan,10017,40.75180197,-73.9728763
RADIO STAR,Manhattan,10001,40.74931739,-73.98458537
TAKESHI SUSHI,Manhattan,10013,40.7228341,-74.00471887
PANINI NATURAL FOODS,Manhattan,10016,40.74355689,-73.97368083
SWEETGREEN,Manhattan,10014,40.73012152,-74.00237052
POTBELLY,Manhattan,10019,40.76291619,-73.97598348
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Manhattan,10037,40.81260598,-73.94193854
STARBUCKS COFFEE,Manhattan,10036,40.75675785,-73.9807503
JOE'S PIZZA,Manhattan,10003,40.73365618,-73.98808183
LUNETTA PIZZA,Manhattan,10003,40.73130988,-73.99415478
IL TINELLO,Manhattan,10017,40.75286936,-73.97155124
FONDA,Manhattan,10013,40.71631236,-74.00777022
CECIL'S STEAKHOUSE/ MINTON'S PLAYHOUSE,Manhattan,10026,40.8046838,-73.95198004
JUST SALAD,Manhattan,10010,40.7411279,-73.99409979
DUNKIN,Manhattan,10036,40.76197408,-73.99005853
BALTHAZAR BAKERY,Manhattan,10012,40.72270243,-73.99810957
BOKA,Manhattan,10003,40.72926467,-73.98923358
CAMPAGNOLA RESTAURANT,Manhattan,10021,40.76892645,-73.95516124
PIZZETTERIA BRUNETTI,Manhattan,10014,40.73829532,-74.00555715
HYATT HERALD SQUARE,Manhattan,10001,40.74711643,-73.98736121
LITTLE REBEL,Manhattan,10003,40.73200076,-73.98520639
KARINA BAKERY,Manhattan,10033,40.84792867,-73.93788825
"QUAD CINEMA, QUAD BAR",Manhattan,10011,40.73581958,-73.99535959
BOUCHERIE,Manhattan,10014,40.73293489,-74.00317526
LADY M BRYANT PARK,Manhattan,10018,40.75302545,-73.98382654
HEYTEA NYU,Manhattan,10003,40.73001984,-73.99418376
SUSHI SAIKOU,Manhattan,10012,40.72466203,-73.99354565
DUNKIN DONUTS,Manhattan,10020,40.7605568,-73.98198013
COMMONS CAFE AT DENTISTRY COLLEGE,Manhattan,10010,40.73781039,-73.97865564
PEPPAS,Manhattan,10002,40.72135964,-73.98818144
DIASPORA,Manhattan,10013,40.71695764,-73.99966091
SUGARFISH,Manhattan,10022,40.75811705,-73.97041918
PAUL & JIMMY'S RESTAURANT,Manhattan,10003,40.73660123,-73.98728383
THE FLATIRON ROOM,Manhattan,10016,40.750006,-73.98236917
MIZU,Manhattan,10025,40.80066487,-73.96555299
Grand Street Pizza,Manhattan,10002,40.71628453,-73.98782161
RUE 57,Manhattan,10019,40.76373135,-73.97582434
KIKU JAPANESE RESTAURANT,Manhattan,10019,40.76233167,-73.97653238
DON'T TELL MAMA,Manhattan,10036,40.76033263,-73.98919605
CACIO E PEPE,Manhattan,10075,40.77096674,-73.95074805
THE FIVE LAMPS,Manhattan,10028,40.77433896,-73.94826514
PENNY JO'S,Manhattan,10032,40.83769854,-73.94219844
ANGELINA,Manhattan,10018,40.75325895,-73.98523774
BROADWAY THEATRE,Manhattan,10019,40.76310957,-73.98297937
TASTE KITCHEN,Manhattan,10018,40.7537812,-73.99327933
MAJORELLE,Manhattan,10065,40.76596952,-73.96933628
CASA TUA NYC,Manhattan,10021,40.77454259,-73.9640032
TAL BAGELS,Manhattan,10128,40.78098939,-73.95449952
BECCO,Manhattan,10036,40.76043421,-73.98943789
PRINCE TEA HOUSE,Manhattan,10013,40.71889258,-73.99463928
OLYMPIA DELI & JUICE,Manhattan,10010,40.74441872,-73.99170681
RESIDENCE INN MANHATTAN/MIDTOWN EAST,Manhattan,10017,40.7550243,-73.97279558
MALECON RESTAURANT,Manhattan,10025,40.79493501,-73.96973461
EQUIS PICA POLLO RESTAURANT,Manhattan,10034,40.86518444,-73.91959596
ESTRELLAS PROTEIN BAR,Manhattan,10031,40.82555603,-73.94841305
NOM,Manhattan,10001,40.74530226,-73.98852002
SOCARRAT EAST,Manhattan,10022,40.75521253,-73.96828729
DOS TOROS,Manhattan,10014,40.73041522,-74.00220095
TUBBY HOOK TAVERN,Manhattan,10034,40.86781194,-73.92074976
